pop2000,county_id,cz,czname,state_id,stateabbrv
3058,46003,27006,Mitchell,46,SD
17023,46005,27007,Huron,46,SD
3574,46007,27704,Gordon,46,SD
7260,46009,27005,Yankton,46,SD
28220,46011,26501,Brookings,46,SD
35460,46013,26605,Aberdeen,46,SD
5364,46015,27009,Chamberlain,46,SD
2032,46017,27009,Chamberlain,46,SD
9094,46019,27601,Rapid City,46,SD
1782,46021,26604,Mobridge,46,SD
9350,46023,27008,Parkston,46,SD
4143,46025,26504,Watertown,46,SD
13537,46027,26503,Sioux Falls,46,SD
25897,46029,26504,Watertown,46,SD
4181,46031,26603,East Corson UT,46,SD
7275,46033,27601,Rapid City,46,SD
18741,46035,27006,Mitchell,46,SD
6267,46037,26602,Sisseton,46,SD
4498,46039,26504,Watertown,46,SD
5972,46041,27602,Eagle Butte,46,SD
3458,46043,27008,Parkston,46,SD
4367,46045,26605,Aberdeen,46,SD
7453,46047,27601,Rapid City,46,SD
2640,46049,26605,Aberdeen,46,SD
7847,46051,26601,Milbank,27,MN
4792,46053,27004,Winner,46,SD
2196,46055,27603,Southwest Jackson UT,46,SD
5540,46057,26504,Watertown,46,SD
3741,46059,27010,Miller,46,SD
3139,46061,27006,Mitchell,46,SD
1353,46063,26401,Ekalaka,46,SD
16481,46065,27011,Pierre,46,SD
8075,46067,27008,Parkston,46,SD
1671,46069,27010,Miller,46,SD
2930,46071,27603,Southwest Jackson UT,46,SD
2295,46073,27007,Huron,46,SD
1193,46075,27604,Murdo,46,SD
5815,46077,26501,Brookings,46,SD
11276,46079,26502,Madison,46,SD
21802,46081,27601,Rapid City,46,SD
24131,46083,26503,Sioux Falls,46,SD
3895,46085,27009,Chamberlain,46,SD
5832,46087,26503,Sioux Falls,46,SD
2904,46089,26605,Aberdeen,46,SD
4576,46091,26602,Sisseton,46,SD
24253,46093,27601,Rapid City,46,SD
2083,46095,27605,Mission,46,SD
2884,46097,26502,Madison,46,SD
148281,46099,26503,Sioux Falls,46,SD
6595,46101,26501,Brookings,46,SD
88565,46103,27601,Rapid City,46,SD
3363,46105,26404,Lemmon,38,ND
2693,46107,27012,Gettysburg,46,SD
10016,46109,26602,Sisseton,46,SD
2675,46111,27006,Mitchell,46,SD
12466,46113,27704,Gordon,46,SD
7454,46115,26605,Aberdeen,46,SD
2772,46117,27011,Pierre,46,SD
1556,46119,27011,Pierre,46,SD
9050,46121,27605,Mission,46,SD
6430,46123,27004,Winner,46,SD
8849,46125,26503,Sioux Falls,46,SD
12584,46127,28001,Sioux City,19,IA
5974,46129,26604,Mobridge,46,SD
21652,46135,27005,Yankton,46,SD
2519,46137,27602,Eagle Butte,46,SD
71330,47001,302,Knoxville,47,TN
37586,47003,5700,Tullahoma,47,TN
16537,47005,5800,Dickson,47,TN
12367,47007,6402,Crossville,47,TN
105823,47009,302,Knoxville,47,TN
87965,47011,6502,Cleveland,47,TN
39854,47013,302,Knoxville,47,TN
12826,47015,5600,Nashville,47,TN
29475,47017,5800,Dickson,47,TN
56742,47019,100,Johnson City,47,TN
35912,47021,5600,Nashville,47,TN
15540,47023,4901,Jackson,47,TN
29862,47025,301,Middlesborough,47,TN
7976,47027,5402,Glasgow,21,KY
33565,47029,200,Morristown,47,TN
48014,47031,5700,Tullahoma,47,TN
14532,47033,4901,Jackson,47,TN
46802,47035,6402,Crossville,47,TN
569891,47037,5600,Nashville,47,TN
11731,47039,4903,Lexington,47,TN
17423,47041,6301,McMinnville,47,TN
43156,47043,5800,Dickson,47,TN
37279,47045,4902,Dyersburg,47,TN
28806,47047,5202,Memphis,47,TN
16625,47049,6402,Crossville,47,TN
39270,47051,5700,Tullahoma,47,TN
48152,47053,4901,Jackson,47,TN
29447,47055,5500,Columbia,47,TN
20659,47057,200,Morristown,47,TN
62909,47059,100,Johnson City,47,TN
14332,47061,6401,Chattanooga,47,TN
58128,47063,200,Morristown,47,TN
307896,47065,6401,Chattanooga,47,TN
6786,47067,301,Middlesborough,47,TN
28105,47069,4901,Jackson,47,TN
25578,47071,5100,Corinth,28,MS
53563,47073,100,Johnson City,47,TN
19797,47075,4902,Dyersburg,47,TN
25522,47077,4903,Lexington,47,TN
31115,47079,5800,Dickson,47,TN
22295,47081,5500,Columbia,47,TN
8088,47083,5900,Clarksville,47,TN
17929,47085,5800,Dickson,47,TN
10984,47087,6302,Cookeville,47,TN
44294,47089,200,Morristown,47,TN
17499,47091,1001,Boone,37,NC
382032,47093,302,Knoxville,47,TN
7954,47095,4902,Dyersburg,47,TN
27101,47097,4902,Dyersburg,47,TN
39926,47099,6200,Florence,1,AL
11367,47101,5500,Columbia,47,TN
31340,47103,6000,Huntsville,1,AL
39086,47105,302,Knoxville,47,TN
49015,47107,6502,Cleveland,47,TN
24653,47109,5100,Corinth,28,MS
20386,47111,5600,Nashville,47,TN
91837,47113,4901,Jackson,47,TN
27776,47115,6401,Chattanooga,47,TN
26767,47117,5500,Columbia,47,TN
69498,47119,5500,Columbia,47,TN
11086,47121,6502,Cleveland,47,TN
38961,47123,6502,Cleveland,47,TN
134768,47125,5900,Clarksville,47,TN
5740,47127,5700,Tullahoma,47,TN
19757,47129,302,Knoxville,47,TN
32450,47131,25300,Union City,47,TN
20118,47133,6302,Cookeville,47,TN
7631,47135,4903,Lexington,47,TN
4945,47137,6302,Cookeville,47,TN
16050,47139,6502,Cleveland,47,TN
62315,47141,6302,Cookeville,47,TN
28400,47143,6402,Crossville,47,TN
51910,47145,302,Knoxville,47,TN
54433,47147,5600,Nashville,47,TN
182023,47149,5600,Nashville,47,TN
21127,47151,4602,Somerset,21,KY
11370,47153,6401,Chattanooga,47,TN
71170,47155,200,Morristown,47,TN
897472,47157,5202,Memphis,47,TN
17712,47159,5600,Nashville,47,TN
12370,47161,5900,Clarksville,47,TN
153048,47163,100,Johnson City,47,TN
130449,47165,5600,Nashville,47,TN
51271,47167,5202,Memphis,47,TN
7259,47169,5600,Nashville,47,TN
17667,47171,100,Johnson City,47,TN
17808,47173,302,Knoxville,47,TN
5508,47175,6301,McMinnville,47,TN
38276,47177,6301,McMinnville,47,TN
107198,47179,100,Johnson City,47,TN
16842,47181,6200,Florence,1,AL
34895,47183,25300,Union City,47,TN
23102,47185,6301,McMinnville,47,TN
126638,47187,5600,Nashville,47,TN
88809,47189,5600,Nashville,47,TN
55109,48001,33300,Tyler,48,TX
13004,48003,31401,Midland,48,TX
80130,48005,32201,Huntsville,48,TX
22497,48007,31700,Corpus Christi,48,TX
8854,48009,32601,Wichita Falls,48,TX
2148,48011,30903,Amarillo,48,TX
38628,48013,31301,San Antonio,48,TX
23590,48015,32000,Houston,48,TX
6594,48017,30902,Littlefield,48,TX
17645,48019,31301,San Antonio,48,TX
57733,48021,31201,Austin,48,TX
4093,48023,32603,Seymour,48,TX
32359,48025,31302,Beeville,48,TX
237974,48027,32900,Killeen,48,TX
1392931,48029,31301,San Antonio,48,TX
8418,48031,31201,Austin,48,TX
729,48033,32401,Big Spring,48,TX
17204,48035,32801,Waco,48,TX
89306,48037,33500,Texarkana,48,TX
241767,48039,31900,Pearland,48,TX
152415,48041,31800,College Station,48,TX
8866,48043,31404,Alpine,48,TX
1790,48045,30906,Memphis,48,TX
7976,48047,31700,Corpus Christi,48,TX
37674,48049,32701,Brownwood,48,TX
16470,48051,31800,College Station,48,TX
34147,48053,31202,Burnet,48,TX
32194,48055,31201,Austin,48,TX
20647,48057,31101,Victoria,48,TX
12905,48059,32501,Abilene,48,TX
335227,48061,31600,Brownsville,48,TX
11549,48063,33500,Texarkana,48,TX
6516,48065,30904,Pampa,48,TX
30438,48067,33500,Texarkana,48,TX
8285,48069,30902,Littlefield,48,TX
26031,48071,32000,Houston,48,TX
46659,48073,33300,Tyler,48,TX
7688,48075,32502,Childress,48,TX
11006,48077,32601,Wichita Falls,48,TX
3730,48079,30802,Lubbock,48,TX
3864,48081,32301,San Angelo,48,TX
9235,48083,32701,Brownwood,48,TX
491675,48085,33100,Dallas,48,TX
3206,48087,30905,Wellington,48,TX
20390,48089,31102,La Grange,48,TX
78021,48091,31301,San Antonio,48,TX
14026,48093,32702,Stephenville,48,TX
3966,48095,32302,Brady,48,TX
36363,48097,33100,Dallas,48,TX
74978,48099,32900,Killeen,48,TX
1904,48101,32502,Childress,48,TX
3996,48103,31401,Midland,48,TX
4099,48105,31403,Fort Stockton,48,TX
7072,48107,30802,Lubbock,48,TX
2975,48109,30605,Van Horn,48,TX
6222,48111,31007,Dumas,48,TX
2218899,48113,33100,Dallas,48,TX
14985,48115,32401,Big Spring,48,TX
18561,48117,30903,Amarillo,48,TX
5327,48119,33200,Paris,48,TX
432976,48121,33100,Dallas,48,TX
20013,48123,31101,Victoria,48,TX
2762,48125,32503,Haskell,48,TX
10248,48127,31501,Crystal City,48,TX
3828,48129,30906,Memphis,48,TX
13120,48131,31700,Corpus Christi,48,TX
18297,48133,32501,Abilene,48,TX
121123,48135,31401,Midland,48,TX
2162,48137,32304,Uvalde,48,TX
111360,48139,33100,Dallas,48,TX
679622,48141,30601,El Paso,48,TX
33001,48143,32702,Stephenville,48,TX
18576,48145,32801,Waco,48,TX
31242,48147,33902,Sherman,48,TX
21804,48149,31102,La Grange,48,TX
4344,48151,32402,Sweetwater,48,TX
7771,48153,30908,Plainview,48,TX
1622,48155,32604,Vernon,48,TX
354452,48157,32000,Houston,48,TX
9458,48159,33500,Texarkana,48,TX
17867,48161,32802,Corsicana,48,TX
16252,48163,31502,Pearsall,48,TX
14467,48165,30801,Hobbs,35,NM
250158,48167,32000,Houston,48,TX
4872,48169,30802,Lubbock,48,TX
20814,48171,31303,Kerrville,48,TX
1406,48173,32401,Big Spring,48,TX
6928,48175,31101,Victoria,48,TX
18628,48177,31103,Gonzales,48,TX
22744,48179,30904,Pampa,48,TX
110595,48181,33902,Sherman,48,TX
111379,48183,33400,Longview,48,TX
23552,48185,31800,College Station,48,TX
89023,48187,31301,San Antonio,48,TX
36602,48189,30908,Plainview,48,TX
3782,48191,30906,Memphis,48,TX
8229,48193,32702,Stephenville,48,TX
5369,48195,31005,Perryton,48,TX
4724,48197,32604,Vernon,48,TX
48073,48199,32100,Beaumont,48,TX
3400578,48201,32000,Houston,48,TX
62110,48203,33400,Longview,48,TX
5537,48205,31007,Dumas,48,TX
6093,48207,32503,Haskell,48,TX
97589,48209,31201,Austin,48,TX
3351,48211,30904,Pampa,48,TX
73277,48213,33300,Tyler,48,TX
569463,48215,31600,Brownsville,48,TX
32321,48217,32801,Waco,48,TX
22716,48219,30802,Lubbock,48,TX
41100,48221,33000,Fort Worth,48,TX
31960,48223,33200,Paris,48,TX
23185,48225,32201,Huntsville,48,TX
33627,48227,32401,Big Spring,48,TX
3344,48229,30601,El Paso,48,TX
76596,48231,33200,Paris,48,TX
23857,48233,30904,Pampa,48,TX
1771,48235,32301,San Angelo,48,TX
8763,48237,32602,Graham,48,TX
14391,48239,31101,Victoria,48,TX
35604,48241,32100,Beaumont,48,TX
2207,48243,31404,Alpine,48,TX
252051,48245,32100,Beaumont,48,TX
5281,48247,31503,Laredo,48,TX
39326,48249,31700,Corpus Christi,48,TX
126811,48251,33000,Fort Worth,48,TX
20785,48253,32501,Abilene,48,TX
15446,48255,31302,Beeville,48,TX
71313,48257,33100,Dallas,48,TX
23743,48259,31301,San Antonio,48,TX
414,48261,31700,Corpus Christi,48,TX
859,48263,32403,Snyder,48,TX
43653,48265,31303,Kerrville,48,TX
4468,48267,32303,Junction,48,TX
356,48269,32503,Haskell,48,TX
3379,48271,32305,Del Rio,48,TX
31549,48273,31700,Corpus Christi,48,TX
4253,48275,32503,Haskell,48,TX
48499,48277,33200,Paris,48,TX
14709,48279,30902,Littlefield,48,TX
17762,48281,32900,Killeen,48,TX
5866,48283,31502,Pearsall,48,TX
19210,48285,31101,Victoria,48,TX
15657,48287,31201,Austin,48,TX
15335,48289,32802,Corsicana,48,TX
70154,48291,32000,Houston,48,TX
22051,48293,32802,Corsicana,48,TX
3057,48295,31005,Perryton,48,TX
12309,48297,31301,San Antonio,48,TX
17044,48299,31202,Burnet,48,TX
67,48301,31402,Pecos,48,TX
242628,48303,30802,Lubbock,48,TX
6550,48305,30802,Lubbock,48,TX
8205,48307,32302,Brady,48,TX
213517,48309,32801,Waco,48,TX
851,48311,31301,San Antonio,48,TX
12940,48313,32201,Huntsville,48,TX
10941,48315,33400,Longview,48,TX
4746,48317,31401,Midland,48,TX
3738,48319,31304,Mason,48,TX
37957,48321,31900,Pearland,48,TX
47297,48323,32306,Eagle Pass,48,TX
39304,48325,31301,San Antonio,48,TX
2360,48327,32303,Junction,48,TX
116009,48329,31401,Midland,48,TX
24238,48331,31201,Austin,48,TX
5151,48333,32701,Brownwood,48,TX
9698,48335,32403,Snyder,48,TX
19117,48337,33000,Fort Worth,48,TX
293768,48339,32000,Houston,48,TX
20121,48341,31007,Dumas,48,TX
13048,48343,33500,Texarkana,48,TX
1426,48345,30907,Matador,48,TX
59203,48347,32202,Nacogdoches,48,TX
45124,48349,32802,Corsicana,48,TX
15072,48351,32100,Beaumont,48,TX
15802,48353,32402,Sweetwater,48,TX
313645,48355,31700,Corpus Christi,48,TX
9006,48357,31005,Perryton,48,TX
2185,48359,30903,Amarillo,48,TX
84966,48361,32100,Beaumont,48,TX
27026,48363,33000,Fort Worth,48,TX
22756,48365,33400,Longview,48,TX
88495,48367,33000,Fort Worth,48,TX
10016,48369,30901,Clovis,35,NM
16809,48371,31403,Fort Stockton,48,TX
41133,48373,32100,Beaumont,48,TX
113546,48375,30903,Amarillo,48,TX
7304,48377,31404,Alpine,48,TX
9139,48379,33200,Paris,48,TX
104312,48381,30903,Amarillo,48,TX
3326,48383,32401,Big Spring,48,TX
3047,48385,32304,Uvalde,48,TX
14314,48387,33200,Paris,48,TX
13137,48389,31402,Pecos,48,TX
7828,48391,31700,Corpus Christi,48,TX
887,48393,30904,Pampa,48,TX
16000,48395,31800,College Station,48,TX
43080,48397,33100,Dallas,48,TX
11495,48399,32302,Brady,48,TX
47372,48401,33400,Longview,48,TX
10469,48403,32202,Nacogdoches,48,TX
8946,48405,32202,Nacogdoches,48,TX
22246,48407,32000,Houston,48,TX
67138,48409,31700,Corpus Christi,48,TX
6186,48411,32701,Brownwood,48,TX
2935,48413,32301,San Angelo,48,TX
16361,48415,32403,Snyder,48,TX
3302,48417,32501,Abilene,48,TX
25224,48419,32202,Nacogdoches,48,TX
3186,48421,31006,Guymon,40,OK
174706,48423,33300,Tyler,48,TX
6809,48425,33000,Fort Worth,48,TX
53597,48427,31600,Brownsville,48,TX
9674,48429,32501,Abilene,48,TX
1393,48431,32301,San Angelo,48,TX
1693,48433,32503,Haskell,48,TX
4077,48435,32304,Uvalde,48,TX
8378,48437,30908,Plainview,48,TX
1446219,48439,33000,Fort Worth,48,TX
126555,48441,32501,Abilene,48,TX
1081,48443,32305,Del Rio,48,TX
12761,48445,30801,Hobbs,35,NM
1850,48447,32602,Graham,48,TX
28118,48449,33500,Texarkana,48,TX
104010,48451,32301,San Angelo,48,TX
812280,48453,31201,Austin,48,TX
13779,48455,32201,Huntsville,48,TX
20871,48457,32100,Beaumont,48,TX
35291,48459,33400,Longview,48,TX
3404,48461,31401,Midland,48,TX
25926,48463,32304,Uvalde,48,TX
44856,48465,32305,Del Rio,48,TX
48140,48467,33300,Tyler,48,TX
84088,48469,31101,Victoria,48,TX
61758,48471,32201,Huntsville,48,TX
32663,48473,32000,Houston,48,TX
10909,48475,31402,Pecos,48,TX
30373,48477,32000,Houston,48,TX
193117,48479,31503,Laredo,48,TX
41188,48481,31900,Pearland,48,TX
5284,48483,30905,Wellington,48,TX
131664,48485,32601,Wichita Falls,48,TX
14676,48487,32604,Vernon,48,TX
20082,48489,31600,Brownsville,48,TX
249967,48491,31201,Austin,48,TX
32408,48493,31301,San Antonio,48,TX
7173,48495,31402,Pecos,48,TX
48793,48497,33000,Fort Worth,48,TX
36752,48499,33300,Tyler,48,TX
7322,48501,30801,Hobbs,35,NM
17943,48503,32602,Graham,48,TX
12182,48505,31503,Laredo,48,TX
11600,48507,31501,Crystal City,48,TX
6005,49001,35901,St. George,49,UT
42745,49003,36200,Logan,49,UT
91391,49005,36200,Logan,49,UT
20422,49007,35902,Price,49,UT
921,49009,36404,Rock Springs,56,WY
238994,49011,36100,Salt Lake City,49,UT
14371,49013,36402,Vernal,49,UT
10860,49015,35902,Price,49,UT
4735,49017,35904,Richfield,49,UT
8485,49019,35903,Moab,49,UT
33779,49021,35901,St. George,49,UT
8238,49023,36000,Provo,49,UT
6046,49025,35401,Flagstaff,4,AZ
12405,49027,36000,Provo,49,UT
7129,49029,36100,Salt Lake City,49,UT
1435,49031,35904,Richfield,49,UT
1961,49033,36404,Rock Springs,56,WY
898387,49035,36100,Salt Lake City,49,UT
14413,49037,35402,Cortez,8,CO
22763,49039,35902,Price,49,UT
18842,49041,35904,Richfield,49,UT
29736,49043,36100,Salt Lake City,49,UT
40735,49045,36100,Salt Lake City,49,UT
25224,49047,36402,Vernal,49,UT
368536,49049,36000,Provo,49,UT
15215,49051,36100,Salt Lake City,49,UT
90354,49053,35901,St. George,49,UT
2509,49055,35905,Loa,49,UT
196533,49057,36100,Salt Lake City,49,UT
35974,50001,20200,Burlington,50,VT
36994,50003,20902,Pittsfield,25,MA
29702,50005,20301,Berlin,50,VT
146571,50007,20200,Burlington,50,VT
6459,50009,20301,Berlin,50,VT
45417,50011,20200,Burlington,50,VT
6901,50013,20200,Burlington,50,VT
23233,50015,20200,Burlington,50,VT
28226,50017,20302,Claremont,50,VT
26277,50019,20301,Berlin,50,VT
63400,50021,20200,Burlington,50,VT
58039,50023,20302,Claremont,50,VT
44216,50025,20700,Keene,33,NH
57418,50027,20302,Claremont,50,VT
38305,51001,19903,Chincoteague,51,VA
79236,51003,17600,Charlottesville,51,VA
12926,51005,17300,Staunton,51,VA
11400,51007,2400,Richmond,51,VA
31894,51009,2300,Lynchburg,51,VA
13705,51011,2300,Lynchburg,51,VA
189453,51013,11304,Washington DC,11,DC
65615,51015,17300,Staunton,51,VA
5048,51017,17300,Staunton,51,VA
60371,51019,2300,Lynchburg,51,VA
6871,51021,11201,Bluefield,51,VA
30496,51023,16600,Roanoke,51,VA
18419,51025,2200,South Boston,51,VA
26978,51027,11201,Bluefield,51,VA
15623,51029,17600,Charlottesville,51,VA
51078,51031,2300,Lynchburg,51,VA
22121,51033,11301,Fredericksburg,51,VA
29245,51035,602,Galax,51,VA
6926,51036,2400,Richmond,51,VA
12472,51037,2200,South Boston,51,VA
259903,51041,2400,Richmond,51,VA
12652,51043,17502,Winchester,51,VA
5091,51045,16600,Roanoke,51,VA
34262,51047,17600,Charlottesville,51,VA
9017,51049,2200,South Boston,51,VA
16395,51051,11203,Big Stone Gap,51,VA
24533,51053,2400,Richmond,51,VA
9989,51057,11303,Colonial Beach,51,VA
969749,51059,11304,Washington DC,11,DC
55139,51061,11304,Washington DC,11,DC
13874,51063,16600,Roanoke,51,VA
20047,51065,17600,Charlottesville,51,VA
47286,51067,16600,Roanoke,51,VA
59209,51069,17502,Winchester,51,VA
16657,51071,16600,Roanoke,51,VA
34780,51073,2500,Newport News,51,VA
16863,51075,2400,Richmond,51,VA
17917,51077,602,Galax,51,VA
15244,51079,17600,Charlottesville,51,VA
11560,51081,2600,Roanoke Rapids,37,NC
37355,51083,2200,South Boston,51,VA
86320,51085,2400,Richmond,51,VA
262300,51087,2400,Richmond,51,VA
57930,51089,402,Martinsville,51,VA
2536,51091,17300,Staunton,51,VA
29728,51093,2500,Newport News,51,VA
48102,51095,2500,Newport News,51,VA
6630,51097,2400,Richmond,51,VA
16803,51099,11301,Fredericksburg,51,VA
13146,51101,2400,Richmond,51,VA
11567,51103,11303,Colonial Beach,51,VA
23589,51105,11203,Big Stone Gap,51,VA
169599,51107,11304,Washington DC,11,DC
25627,51109,17600,Charlottesville,51,VA
13146,51111,2200,South Boston,51,VA
12520,51113,17600,Charlottesville,51,VA
9207,51115,2500,Newport News,51,VA
32380,51117,2200,South Boston,51,VA
9932,51119,2500,Newport News,51,VA
83629,51121,16600,Roanoke,51,VA
14445,51125,17300,Staunton,51,VA
13462,51127,2400,Richmond,51,VA
13093,51131,19903,Chincoteague,51,VA
12259,51133,11303,Colonial Beach,51,VA
15725,51135,2200,South Boston,51,VA
25881,51137,17600,Charlottesville,51,VA
23177,51139,17200,Harrisonburg,51,VA
19407,51141,402,Martinsville,51,VA
61745,51143,500,Greensboro,37,NC
22377,51145,2400,Richmond,51,VA
19720,51147,2200,South Boston,51,VA
33047,51149,2400,Richmond,51,VA
280813,51153,11304,Washington DC,11,DC
35127,51155,16600,Roanoke,51,VA
6983,51157,11304,Washington DC,11,DC
8809,51159,11303,Colonial Beach,51,VA
85778,51161,16600,Roanoke,51,VA
20808,51163,17300,Staunton,51,VA
67725,51165,17200,Harrisonburg,51,VA
30308,51167,11201,Bluefield,51,VA
23403,51169,100,Johnson City,47,TN
35075,51171,17200,Harrisonburg,51,VA
33081,51173,100,Johnson City,47,TN
17482,51175,2500,Newport News,51,VA
90395,51177,11301,Fredericksburg,51,VA
92446,51179,11301,Fredericksburg,51,VA
6829,51181,2500,Newport News,51,VA
12504,51183,2400,Richmond,51,VA
44598,51185,11201,Bluefield,51,VA
31584,51187,11304,Washington DC,11,DC
51103,51191,100,Johnson City,47,TN
16718,51193,11303,Colonial Beach,51,VA
40123,51195,11203,Big Stone Gap,51,VA
27599,51197,11201,Bluefield,51,VA
56297,51199,2500,Newport News,51,VA
128283,51510,11304,Washington DC,11,DC
6299,51515,2300,Lynchburg,51,VA
17367,51520,100,Johnson City,47,TN
6349,51530,17300,Staunton,51,VA
45049,51540,17600,Charlottesville,51,VA
199184,51550,2000,Virginia Beach,51,VA
4289,51560,17300,Staunton,51,VA
16897,51570,2400,Richmond,51,VA
6303,51580,17300,Staunton,51,VA
48411,51590,500,Greensboro,37,NC
5665,51595,2600,Roanoke Rapids,37,NC
21498,51600,11304,Washington DC,11,DC
10377,51610,11304,Washington DC,11,DC
8346,51620,2500,Newport News,51,VA
19279,51630,11301,Fredericksburg,51,VA
6837,51640,602,Galax,51,VA
146437,51650,2500,Newport News,51,VA
40468,51660,17200,Harrisonburg,51,VA
22354,51670,2400,Richmond,51,VA
6867,51678,17300,Staunton,51,VA
65269,51680,2300,Lynchburg,51,VA
35135,51683,11304,Washington DC,11,DC
10290,51685,11304,Washington DC,11,DC
15416,51690,402,Martinsville,51,VA
180150,51700,2500,Newport News,51,VA
234403,51710,2000,Virginia Beach,51,VA
3904,51720,11203,Big Stone Gap,51,VA
33740,51730,2400,Richmond,51,VA
11566,51735,2500,Newport News,51,VA
100565,51740,2000,Virginia Beach,51,VA
15859,51750,16600,Roanoke,51,VA
197790,51760,2400,Richmond,51,VA
94911,51770,16600,Roanoke,51,VA
24747,51775,16600,Roanoke,51,VA
23853,51790,17300,Staunton,51,VA
63677,51800,2000,Virginia Beach,51,VA
425257,51810,2000,Virginia Beach,51,VA
19520,51820,17300,Staunton,51,VA
11998,51830,2500,Newport News,51,VA
23585,51840,17502,Winchester,51,VA
16428,53001,38501,Moses Lake,53,WA
20551,53003,38401,Lewiston,16,ID
142475,53005,39100,Kennewick,53,WA
66616,53007,38502,Wenatchee,53,WA
64525,53009,39303,Port Angeles,53,WA
345238,53011,38801,Portland,41,OR
4064,53013,39100,Kennewick,53,WA
92948,53015,38700,Longview,53,WA
32603,53017,38502,Wenatchee,53,WA
7260,53019,38602,Colville,53,WA
49347,53021,39100,Kennewick,53,WA
2397,53023,38401,Lewiston,16,ID
74698,53025,38501,Moses Lake,53,WA
67194,53027,38700,Longview,53,WA
71558,53029,39400,Seattle,53,WA
25953,53031,39303,Port Angeles,53,WA
1737034,53033,39400,Seattle,53,WA
231969,53035,39400,Seattle,53,WA
33362,53037,39000,Yakima,53,WA
19161,53039,38802,The Dalles,41,OR
68600,53041,39400,Seattle,53,WA
10184,53043,38601,Spokane,53,WA
49405,53045,39400,Seattle,53,WA
39564,53047,38602,Colville,53,WA
20984,53049,38700,Longview,53,WA
11732,53051,38601,Spokane,53,WA
700820,53053,39400,Seattle,53,WA
14077,53055,39301,Friday Harbor,53,WA
102979,53057,39400,Seattle,53,WA
9872,53059,38801,Portland,41,OR
606024,53061,39400,Seattle,53,WA
417939,53063,38601,Spokane,53,WA
40066,53065,38602,Colville,53,WA
207355,53067,39400,Seattle,53,WA
3824,53069,38700,Longview,53,WA
55180,53071,39100,Kennewick,53,WA
166814,53073,39302,Bellingham,53,WA
40740,53075,38402,Pullman,53,WA
222581,53077,39000,Yakima,53,WA
15557,54001,16701,Elkins,54,WV
75905,54003,17400,Hagerstown,42,PA
25535,54005,16901,Charleston,54,WV
14702,54007,16802,Summersville,54,WV
25447,54009,15500,Steubenville,39,OH
96784,54011,17100,Huntington,21,KY
7582,54013,16902,Spencer,54,WV
10330,54015,16901,Charleston,54,WV
7403,54017,16702,Morgantown,54,WV
47579,54019,16801,Beckley,54,WV
7160,54021,16802,Summersville,54,WV
11299,54023,17501,Cumberland,24,MD
34453,54025,16801,Beckley,54,WV
20203,54027,17502,Winchester,51,VA
32667,54029,15500,Steubenville,39,OH
12669,54031,17501,Cumberland,24,MD
68652,54033,16702,Morgantown,54,WV
28000,54035,15300,Parkersburg,54,WV
42190,54037,17400,Hagerstown,42,PA
200073,54039,16901,Charleston,54,WV
16919,54041,16703,Buckhannon,54,WV
22108,54043,16901,Charleston,54,WV
37710,54045,16901,Charleston,54,WV
27329,54047,11202,Welch,54,WV
56598,54049,16702,Morgantown,54,WV
35519,54051,15600,Wheeling,54,WV
25957,54053,15800,Athens,39,OH
62980,54055,11201,Bluefield,51,VA
27078,54057,17501,Cumberland,24,MD
28253,54059,17000,Pikeville,21,KY
81866,54061,16702,Morgantown,54,WV
14583,54063,16600,Roanoke,51,VA
14943,54065,17400,Hagerstown,42,PA
26562,54067,16802,Summersville,54,WV
47427,54069,15600,Wheeling,54,WV
8196,54071,17200,Harrisonburg,51,VA
7514,54073,15300,Parkersburg,54,WV
9131,54075,16701,Elkins,54,WV
29334,54077,16702,Morgantown,54,WV
51589,54079,16901,Charleston,54,WV
79220,54081,16801,Beckley,54,WV
28262,54083,16701,Elkins,54,WV
10343,54085,15300,Parkersburg,54,WV
15446,54087,16902,Spencer,54,WV
12999,54089,16801,Beckley,54,WV
16089,54091,16702,Morgantown,54,WV
7321,54093,16701,Elkins,54,WV
9592,54095,15600,Wheeling,54,WV
23404,54097,16703,Buckhannon,54,WV
42903,54099,17100,Huntington,21,KY
9719,54101,16802,Summersville,54,WV
17693,54103,15600,Wheeling,54,WV
5873,54105,15300,Parkersburg,54,WV
87986,54107,15300,Parkersburg,54,WV
25708,54109,11202,Welch,54,WV
18643,55001,22700,Wausau,55,WI
16866,55003,21001,Ashland,55,WI
44963,55005,21101,Rice Lake,55,WI
15013,55007,21001,Ashland,55,WI
226778,55009,22601,Green Bay,55,WI
13804,55011,22800,Eau Claire,55,WI
15674,55013,21102,Amery,55,WI
40631,55015,22500,Oshkosh,55,WI
55195,55017,22800,Eau Claire,55,WI
33557,55019,22700,Wausau,55,WI
52468,55021,23100,Madison,55,WI
17243,55023,23000,Monroe,55,WI
426526,55025,23100,Madison,55,WI
85897,55027,24100,Milwaukee,55,WI
27961,55029,22601,Green Bay,55,WI
43287,55031,26002,Duluth,27,MN
39858,55033,22800,Eau Claire,55,WI
93142,55035,22800,Eau Claire,55,WI
5088,55037,11402,Marinette,26,MI
97296,55039,22500,Oshkosh,55,WI
10024,55041,21004,Rhinelander,55,WI
49597,55043,23000,Monroe,55,WI
33647,55045,23000,Monroe,55,WI
19105,55047,22500,Oshkosh,55,WI
22780,55049,23100,Madison,55,WI
6861,55051,21003,Ironwood,26,MI
