pop2000,county_id,cz,czname,state_id,stateabbrv
19100,55053,22800,Eau Claire,55,WI
74021,55055,24100,Milwaukee,55,WI
24316,55057,22900,La Crosse,55,WI
149577,55059,24000,Kenosha,55,WI
20187,55061,22601,Green Bay,55,WI
107120,55063,22900,La Crosse,55,WI
16137,55065,23000,Monroe,55,WI
20740,55067,22602,Shawano,55,WI
29641,55069,22700,Wausau,55,WI
82887,55071,22400,Sheboygan,55,WI
125834,55073,22700,Wausau,55,WI
43384,55075,11402,Marinette,26,MI
15832,55077,23100,Madison,55,WI
4562,55078,22602,Shawano,55,WI
940164,55079,24100,Milwaukee,55,WI
40899,55081,22900,La Crosse,55,WI
35634,55083,22601,Green Bay,55,WI
36776,55085,21004,Rhinelander,55,WI
160971,55087,22500,Oshkosh,55,WI
82317,55089,24100,Milwaukee,55,WI
7213,55091,22800,Eau Claire,55,WI
36804,55093,21501,Minneapolis,27,MN
41319,55095,21102,Amery,55,WI
67182,55097,22700,Wausau,55,WI
15822,55099,21001,Ashland,55,WI
188831,55101,24000,Kenosha,55,WI
17924,55103,23100,Madison,55,WI
152307,55105,24000,Kenosha,55,WI
15347,55107,21101,Rice Lake,55,WI
63155,55109,21501,Minneapolis,27,MN
55225,55111,23100,Madison,55,WI
16196,55113,21101,Rice Lake,55,WI
40664,55115,22602,Shawano,55,WI
112646,55117,22400,Sheboygan,55,WI
19680,55119,22700,Wausau,55,WI
27010,55121,22800,Eau Claire,55,WI
28056,55123,22900,La Crosse,55,WI
21033,55125,21004,Rhinelander,55,WI
93759,55127,24000,Kenosha,55,WI
16036,55129,21101,Rice Lake,55,WI
117493,55131,24100,Milwaukee,55,WI
360767,55133,24100,Milwaukee,55,WI
51731,55135,22500,Oshkosh,55,WI
23154,55137,22500,Oshkosh,55,WI
156763,55139,22500,Oshkosh,55,WI
75555,55141,22700,Wausau,55,WI
32014,56001,28704,Laramie,56,WY
11461,56003,34301,Cody,56,WY
33698,56005,34601,Gillette,56,WY
15639,56007,34602,Rawlins,56,WY
12052,56009,34603,Casper,56,WY
5887,56011,34601,Gillette,56,WY
35804,56013,34303,Riverton,56,WY
12538,56015,27703,Torrington,56,WY
4882,56017,34302,Worland,56,WY
7075,56019,34304,Sheridan,56,WY
81607,56021,27702,Cheyenne,56,WY
14573,56023,36404,Rock Springs,56,WY
66533,56025,34603,Casper,56,WY
2407,56027,34604,Lusk,56,WY
25786,56029,34301,Cody,56,WY
8807,56031,27703,Torrington,56,WY
26560,56033,34304,Sheridan,56,WY
5920,56035,36404,Rock Springs,56,WY
37613,56037,36404,Rock Springs,56,WY
18251,56039,36303,Jackson,56,WY
19742,56041,36404,Rock Springs,56,WY
8289,56043,34302,Worland,56,WY
6644,56045,34601,Gillette,56,WY
